TIC,TOI,GAIA,Teff
393831507,1820,4009018273332089088,5778.19
82308728,1821,3997075206232885888,5120.0
9392421,1822,764958758026610560,5637.72
142381532,1823,1676299557803904000,4760.0
142387023,1824,1675511792082576384,5182.0
229750058,1825,2257049230092515712,5521.0
229400092,1826,2241743203599727744,5592.0
390651552,1827,3735000631158990976,3297.0
232982938,1828,1647053819815671808,5809.0
235905185,1829,2294609097050849664,5565.0
20182165,1830,1295674883108568704,6327.16
27194429,1831,3938542739088394240,6864.0
307956397,1832,1631261495650669568,4652.0
61098812,1833,3661983850663908608,6097.47
71612483,1834,1468504126582376448,5610.0
347332255,1835,3948424496764080640,5297.0
207468071,1836,1428639816392087552,6351.0
144441148,1837,1458687549330917376,5961.28
162689341,1838,1424011082893734272,6046.76
381714186,1839,3729117900352224768,5382.69
165987272,1840,1464700950221781504,6266.0
168699373,1841,1506159170017461888,5115.16
404505029,1842,3719927426253118848,6115.0
258871793,1843,2254970706438843392,5954.0
198108326,1844,1499514786891168640,4652.87
272758199,1845,1648172950854572800,5271.0
198385543,1846,1420011162670761600,3512.0
54002556,1847,2453680078509741056,5076.0
219824469,1848,1552291856124094848,5923.0
23740089,1849,1495648869648138496,5595.0
149577217,1850,3944246249498121344,5224.61
378976682,1851,3729639751762838016,4567.0
219728669,1852,3944713163983783680,5356.0
73540072,1853,1233227944114002688,4968.77
157225097,1854,1248496007391218432,4836.0
81247740,1855,1247603715050122752,5347.0
224313733,1856,1602005522755589760,5709.18
180652891,1857,1474373972485771520,7218.0
424733642,1858,1445756158715186560,4220.93
229742722,1859,2259354802894412928,6415.0
202426247,1860,1620024491110370688,5668.04
323295479,1861,5195197358981981824,5684.0
321668398,1862,1416731285125373184,6310.0
356919658,1863,2152187053802823296,6404.0
229791084,1864,2262322556576778752,6023.0
207425203,1865,1623133600756166656,6439.0
400430915,1866,2235273642822438272,6728.0
400476523,1867,2238906016923406976,6615.0
230087585,1868,1649557613950904576,6016.0
299780329,1869,4632142191744789888,5910.04
230375747,1870,2252362733577028224,6511.0
233503636,1871,1705768084336603008,6159.0
229490898,1872,2242414485510633984,6704.0
328933398,1873,1725869974390536832,5699.0
232641326,1874,2153863465438489600,7013.0
233047097,1875,1435134635873894272,5817.0
233078665,1876,2159260109025120896,6748.0
233497719,1877,1706023755149642112,6051.0
219762508,1878,1440237430682330368,5976.0
243335710,1879,2239508514935155584,6531.0
359357695,1880,5838183443852841216,3082.0
59859387,1881,5510676828723793920,6778.0
396368313,1882,5790098845432414464,9401.0
348755728,1883,5735744144510573696,3477.0
219879302,1884,1637480921828385024,5225.0
258510872,1885,2246522810706954880,6232.0
403136415,1886,6508105605089315200,5744.0
229586455,1887,2269045795302848128,4176.0
459997997,1888,5254794943702272640,8511.0
139771134,1889,6465490252383851136,4540.87
288636599,1890,2294089539151260800,5857.0
139198430,1891,6539676638373111552,5984.0
63698669,1892,2315199685663097984,5431.0
264544388,1893,2285334677815121152,6996.0
280865159,1894,5211978895716614400,5611.0
384159646,1895,5775040964967399936,6682.0
174302697,1896,1938752502320406400,6750.0
420645189,1897,548075249022607744,5937.0
91987762,1898,644224345413418880,6303.91
172370679,1899,2073530190996615424,3854.0
178879588,1900,4891362198412001408,5735.0
19684256,1901,5631530950664938240,5790.35
272212970,1902,6144060260072337024,6393.0
77156657,1903,4864759888238232320,5977.0
272213425,1904,6144125887172751232,6457.0
429302040,1905,3578638842054261248,4251.0
308098254,1906,3558354604869150208,5473.0
453789494,1907,6086712585429729536,7204.0
37718056,1908,2424621502311961344,6239.0
232038798,1909,5555500000779464448,6115.0
437261733,1910,3538256769264276480,5652.0
44745133,1911,4890849134501995392,5549.0
50712784,1912,5751177095877066496,6410.0
53458803,1913,5608644895310998272,5711.0
53750200,1914,2919151080524391552,6405.0
98283926,1915,5603100779728361088,6208.0
98545929,1916,5605119586158973440,8549.0
339522221,1917,6441034841743467776,6155.0
308425348,1918,5339389268061191040,6271.0
102192004,1919,6139403450370668800,6333.7
363851359,1920,6087996849371141248,5652.0
112099249,1921,6173435259395017344,6116.0
112604564,1922,5605481703444311040,6687.0
114299824,1923,5592019557950033536,6781.0
371443216,1924,5245968236116294016,8181.0
118956453,1925,5656184406542140032,5515.0
143143769,1926,2891248292906892032,5111.92
14344979,1927,3803004978659671040,5424.82
207077681,1928,6582435924022652672,4927.0
157266693,1929,3465357945752055040,5697.0
160578764,1930,6198312362812872320,6017.0
162922904,1931,5376137837173646208,6090.0
386259537,1932,5723772524469252096,6158.0
172598832,1933,2894378838731535872,6561.0
125739286,1934,6220602384081327104,6527.7
176685457,1935,5678340222972504832,6245.0
178289267,1936,5094406193214399616,5593.0
268301217,1937,5489726768531119616,5707.0
128449971,1938,6100120270737811072,6306.0
325172035,1939,5332928125419049728,nan
7413227,1940,6270191732883409664,6168.0
167009792,1941,5284039375985240960,5936.0
308919449,1942,5274557668734023680,5878.0
382980571,1943,6054233458679730432,5742.0
461080504,1944,5254101151880160896,7317.0
357536526,1945,5296823359015066368,5560.0
127315102,1946,6102575170962644480,6996.0
460140752,1947,5254744361826320128,nan
31268146,1948,4656944631448965888,6012.38
334125713,1949,6125143368687887488,6821.0
327663613,1950,5855471649317507968,10154.0
356590734,1951,5199893510584259968,6529.0
394509844,1952,5199213874958918784,5855.0
242536549,1953,6103642075199153024,6650.0
466113537,1954,5338164828774389760,6913.0
166184426,1955,6113245033659187200,3327.0
334911765,1956,5853828394877790592,6072.0
302659412,1957,5223753290865217536,5977.0
356747847,1958,5200207936550940928,4957.0
400323948,1959,5237910838802694400,4876.0
318828309,1960,5336073454577834112,6885.0
179319057,1961,6110990283207665536,6593.0
141663464,1962,6003544598199761408,8472.0
190271688,1963,5893501316999737728,5527.0
242083025,1964,6161343582130940160,6568.0
295354126,1965,5877772322132290816,12464.0
242120884,1966,6109474572067542656,6592.0
320079492,1967,5236556416614488576,5699.0
210445631,1968,5895500985042260224,6661.0
293708935,1969,5878205151714985856,6040.0
162695785,1970,6074696813130397696,6745.0
253132689,1971,6060399244962207104,5687.0
267414551,1972,5335492530134122240,6195.0
47617161,1973,6215601118001742976,nan
295562522,1974,5235114127904811648,5550.0
467281353,1975,5337617753004196864,5539.0
329888006,1976,6089980982526907648,nan
383531859,1977,5878699210401287808,8331.0
458856474,1978,5350357313186767104,nan
458857720,1979,5350348517093387648,nan
127793615,1980,6099931292176215808,6262.0
378613125,1981,5252117594185420928,9748.0
437329044,1982,6287361053627037696,6634.0
89535068,1983,5315194072314379776,5683.04
162246865,1984,5376667423821739520,6476.0
469212332,1985,5257849799281462144,7795.0
468997317,1986,5312673922948554880,nan
349088467,1987,3575930951072569984,5807.0
161156159,1988,6127994505409607808,5621.0
324395151,1989,5332594393607179776,nan
457939414,1990,5254512781523942912,6075.0
82707763,1991,5348534425968598400,6036.0
147340931,1992,5387770498397701760,6736.0
453464017,1993,5230095205216110080,6844.41
445903569,1994,5405557504173563648,7876.0
299023386,1995,5309133426795476992,12567.0
275384718,1996,5377428178491618944,6460.0
142378043,1997,3466626777873679104,6492.5
429295277,1998,6125839561398320896,6006.07
447206604,1999,5365070702880120448,5842.0
371188886,2000,5244434756689177088,5547.0
118084044,2001,5314833604298059136,7703.0
356453768,2002,5298420403959281280,6239.48
58463434,2003,6189286849812601216,6953.2
439610306,2004,5307396404583380864,6865.0
147660886,2005,5388416255319817856,7297.0
41173048,2006,5279713003885600640,4590.0
219466784,2007,1711633081221292800,5249.0
70887357,2008,5096613016130459136,5609.0
243187830,2009,2791782794564103808,4755.33
26547036,2010,2136815881249993600,5842.0
136916387,2011,5902750168276592256,5739.0
138294130,2012,1291120362349158016,5981.01
188589164,2013,1372215976327300480,3352.0
198588220,2014,1358614983131339392,6417.0
368287008,2015,1270814787767025408,3223.0
219508169,2016,1381401262105578624,5175.0
357416482,2017,1271484768305363584,6362.56
357501308,2018,1272123859439770368,4218.89
159781361,2019,1402405129651594624,5588.0
39903405,2020,1380825667768742144,6412.83
236312126,2021,1316708918505350528,5729.0
11996814,2022,518499451390013568,3975.0
16884216,2023,1373893624912695936,4958.0
255930614,2024,1331356474971716992,6084.0
394050135,2025,2296342614570999552,6042.0
407059875,2026,528223944538647936,5050.0
335996558,2027,2205780789599509248,6168.0
336456596,2028,2204963130906718592,7751.0
445254275,2029,426740945448328064,7125.0
422656370,2030,2213928961028343552,5778.0
470127886,2031,2299101254886404608,6664.0
470159478,2032,2299125375422760960,6542.0
53617134,2033,525113628005761536,7014.0
427279997,2034,1995901921281267584,9714.0
53709089,2035,522471192331961344,9387.0
368320811,2036,1220999008291524224,6549.0
405559035,2037,1598133725701738112,6319.0
235937532,2038,2295415623189777024,6570.0
237071229,2039,2242987850764125056,6308.0
427730490,2040,2227309055469504640,5019.0
54364414,2041,511006245290685440,5825.0
269424395,2042,2013932675031919872,6535.0
346929661,2043,423174507685656448,6178.0
270333769,2044,2015483978554895872,9953.0
347013211,2045,420414664778351104,6125.85
468574941,2046,538759464958942208,6081.0
363761216,2047,537072951562397056,5887.0
159873822,2048,1404488390652463872,5021.63
314835525,2049,2009110972943346304,6054.72
316468545,2050,2220875018363641088,5985.0
375850439,2051,2225153870941863040,11265.0
1100766816,2052,1203789108694023040,nan
315755496,2053,2298834107919370752,4772.0
378355116,2054,2011652936445077248,8124.0
322062001,2055,2223977947550557056,6782.0
396356111,2056,422900969808335744,6748.74
229888286,2057,1268852606185436416,6081.32
326732851,2058,2013013277155431296,4963.0
403308915,2059,421395532229083264,8398.0
285542903,2060,427284104192507904,10125.0
327577308,2061,421580662500717568,4475.0
373785851,2062,511841732389205376,6895.0
334811204,2063,2205980660199028864,7577.0
115524421,2064,1358355738906114816,5455.0
356710041,2065,3961485079994112896,5701.43
141663460,2066,6003544632559500288,10322.0
147951030,2067,1075276158117116032,5491.0
417931300,2068,1581657479535392256,3700.0
198187049,2069,1628229527914028544,5268.0
233182695,2070,1670810207346944000,5849.0
198360694,2071,1433535636728892544,5873.3
900715901,2072,1079565834014085632,3546.0
441642457,2073,1659201361718007680,5729.0
158075010,2074,1493352470894653568,6594.0
23814735,2075,1495984598651943296,4065.0
27491137,2076,1490845584382687232,5163.0
230075227,2077,1643740815186996352,5284.0
159244568,2078,1722276770391825408,5244.0
224298134,2079,1575015639029998080,3577.0
367739494,2080,1709557443786770944,4868.0
321669174,2081,1416730563570869376,3742.0
160039081,2082,1428824435562332672,6004.0
233633993,2083,2155847637249690112,4410.0
441738827,2084,1652137995942479744,3630.0
103633672,2085,1070704702302152832,5134.0
230387153,2086,2255228610635189248,5337.0
219462190,2087,1712288703684932992,5647.0
441765914,2088,1656835487573730048,4902.0
341815197,2089,1417332679330555008,5274.27
233721037,2090,2256655639288088192,6395.0
219778329,2091,1440557392862024192,5809.0
393965778,2092,1505964930120207616,5468.73
402898317,2093,2251459209896210816,4455.0
356016119,2094,1649377156604531712,3457.0
235678745,2095,2268372099615724288,3746.0
142748283,2096,1126422935076082176,3285.0
279982557,2097,2248604224877067264,5264.0
356700488,2098,1648927593788025984,7788.0
230386397,2099,2252876755263063296,4316.0
219436394,2100,1713192536602821376,5535.0
165527918,2101,1416938611786587776,5619.0
289590465,2102,1635066737891844864,5292.0
160491359,2103,1702450239280035328,4884.0
367630162,2104,1146658793750549248,4907.0
156199502,2105,1720328951183843072,4718.0
393911494,2106,1502884377711953920,5590.0
446549906,2107,6633448311454447232,5565.0
347538174,2108,1297566382410874496,6300.0
392476080,2109,4558177980120149632,6647.0
394029948,2110,2293304182907513088,6073.0
356235833,2111,4554798321902003584,5477.0
427320001,2112,2225859933504206080,7184.0
1400212743,2113,1344755570344322432,nan
9828416,2114,1333887756897562368,6382.0
54464870,2115,523173475321510784,8153.0
422838133,2116,534656328082308736,6927.0
279212407,2117,519150808954631040,6280.0
17416749,2118,1330060219481975424,6398.0
236387002,2119,1303675097215915264,3606.0
389900760,2120,513299860904522752,3179.0
88996391,2121,1342147661906585600,4325.66
311408969,2122,4593808272896243328,5852.0
105840719,2123,1198767948326201088,5432.0
159742538,2124,4609062308806929152,6184.0
116242971,2125,4608935250790855296,6350.0
116264089,2126,4609131509318715136,5489.0
21744120,2127,1334573817793362560,4790.0
21832928,2128,1334288219648212352,5991.11
101721385,2129,1340497608486742400,6727.61
320798691,2130,4583004815239650176,6115.0
27848472,2131,2095108312831835648,6352.0
358516596,2132,4534144923690481408,5703.0
39200363,2133,1333818968701222272,4175.0
75878355,2134,4610267648427698816,4406.0
76419763,2135,4606030169272920320,5833.0
336128819,2136,2096535783864546944,3384.0
23059280,2137,4605117677701118208,4882.0
336267424,2138,2104661316529883520,6835.31
308172249,2139,4596481632339898240,4984.0
399860444,2140,2131314401800665344,5854.0
287256467,2141,4548496986402688384,5674.0
44313455,2142,4501226503320682368,3472.0
103195323,2143,549998638456973184,7437.0
428988981,2144,2283059483316155136,5452.0
88992642,2145,1344163891352965632,6202.0
158916431,2146,4584649753353926272,7272.0
341630071,2147,1146601241188708608,6115.0
233569098,2148,2253849479455275904,5930.0
1716467085,2149,2104210684261706624,6020.0
230267547,2150,4550756551513003008,6446.32
23389848,2151,4591522353859440256,5660.0
395393265,2152,562109759036198272,6688.0
406855039,2153,2260501176909280768,5668.0
428787891,2154,570653411060484480,6243.0
461591646,2155,573481114449301376,6144.0
258402425,2156,4578526538741648128,4872.0
298495970,2157,4570820611494681984,5756.0
342642208,2158,4525545299652540672,5389.0
270515566,2159,1363495509089066880,5844.0
284477310,2160,2141998360586355712,6021.0
366563452,2161,2290522860869280000,5028.0
284564230,2162,2142573229072032128,6610.0
43429656,2163,4569032152755111168,6318.0
49967354,2164,4508620104851450624,5274.0
73560357,2165,4510837957242656256,7421.0
233680651,2166,1440382811031201024,6515.0
160162987,2167,1724019079708265088,5752.0
364075352,2168,2276541406587684608,6641.0
8516795,2169,4535299582687857920,6183.0
154741689,2170,1152636941550345216,6018.0
75656058,2171,4610093620651495552,6528.0
76197937,2172,4606882050266361216,5085.0
293567206,2173,1152410270355577472,5829.0
159815224,2174,4611495047002895616,6069.0
405717754,2175,2133599775377340672,5967.0
123495874,2176,2107114704928577792,5883.0
123233041,2177,2116730994965905280,6179.0
164892194,2178,2107314266289095296,6041.0
237913194,2179,4715813347286590080,5713.0
298663873,2180,2151078741786155008,5739.0
233068569,2181,2160980913441629056,5574.0
268823307,2182,2079018300195390464,6295.0
1715469662,2183,2094001134684220800,nan
176956893,2184,5280444557068991616,5720.85
355096431,2185,6773750534938711040,5560.0
238171173,2186,6388458742619491328,5737.0
270472265,2187,5211106673759919872,5887.0
260797169,2188,6381573154130013568,5796.52
270342589,2189,4632490638147502720,5236.0
389421473,2190,6681850359495299968,5666.0
262471759,2191,6778500115933513088,5899.0
277890574,2192,6377434729802003072,5349.23
401604346,2193,6373308503181838592,6079.0
271478281,2194,6748283784056800384,4669.0
24695044,2195,4644501668809042560,5296.0
372172128,2196,6375983988633147392,5728.0
389352124,2197,6681720724498802176,6562.03
100566492,2198,6482103014085857024,6282.4
369455629,2199,6677909439240233472,5614.86
142105158,2200,5265633242088573952,5070.0
219306934,2201,6456793527725297408,6252.0
358107516,2202,4641274773980363520,5064.0
355600246,2203,6461805720199585664,6344.0
467971286,2204,6445881974332225536,5103.0
260298958,2205,5496364210988165376,3653.0
381856447,2206,6458529931463278848,4683.0
90850770,2207,6675883485986480256,6146.0
38680052,2208,4678187647067684992,3228.0
271806353,2209,5211491262311306112,5684.0
317089588,2210,6352703002442003200,5432.0
212253390,2211,6796762076358897408,5253.0
280803917,2212,4647674859366932352,5234.0
406318573,2213,6409854379902897536,5846.0
272236017,2214,5263246580301229696,nan
425561347,2215,6756796546685748864,4792.0
39018923,2216,4702811519209190016,6283.0
234330672,2217,4645187454827112192,5987.69
348995212,2218,5285592504869495296,6297.0
278138619,2219,5211463190404899072,6074.0
150437346,2220,5284537244286207232,5810.0
441420236,2221,6794047652729201024,nan
306510653,2222,5274560623672709120,6672.0
273695332,2223,4630347312027956480,6192.0
388198242,2224,4626086498311592448,5269.69
271891552,2225,5263000079240792704,nan
403135192,2226,6411016151375115008,5801.1
405425498,2227,6385929006882225024,5763.48
61733521,2228,6663455087584688000,5420.0
143410850,2229,6660466541962684928,6046.0
129432342,2230,6672974487456896640,4884.0
100504381,2231,6476174516109022464,nan
439444938,2232,6698820294975508352,6491.0
421455387,2233,6747949326363848192,5226.0
271491157,2234,6698329156875576704,6103.0
267093376,2235,4640285076076636416,6378.0
394722182,2236,4613145315172329984,6209.0
389238529,2237,6694339819451540864,7000.0
231077395,2238,4655671573080397056,6113.8
388130235,2239,4668571799408247680,5030.6
98494121,2240,6742458124775557760,5285.0
96973930,2241,6753113869918440320,nan
92562123,2242,6775659768161418880,6037.16
1990842033,2243,6681973161199666816,nan
1989628303,2244,6476174516109022464,nan
278415929,2245,5206983986192101248,5918.0
349786918,2246,5287259433217021568,6025.0
376168473,2247,6681973161199666816,6394.3
179580045,2248,4657936807635403648,7546.0
152714791,2249,6797152402985872512,4982.0
264303333,2250,2249081550361956224,5729.0
229715760,2251,2259596248776175616,5776.0
233066156,2252,2158874077364663424,6582.0
367855829,2253,2267063410197539584,5697.0
233688779,2254,2159889613791668352,5700.0
265146266,2255,2276846933380823936,6049.0
262880065,2256,1296939287120546176,5270.9
198485881,2257,1716345832872291968,3446.0
219821826,2258,1436602994996042240,5980.0
219501568,2259,1382133949166828288,6690.0
232568235,2260,1411414592353022848,5432.0
229787062,2261,2262452402027757312,5392.0
165530380,2262,1434991252684834816,6328.0
159400561,2263,1723038457072262144,5599.0
235943205,2264,2291700132881177600,6140.0
310231275,2265,1323222253589591296,5951.67
8348911,2266,1319243773843954304,3244.0
459837008,2267,571488279686816256,3022.0
20203297,2268,1295879048673833984,5910.35
441798995,2269,1657159323811329152,3872.0
198178505,2270,1628115694100538624,6380.43
258389327,2271,2251095198530549120,6180.0
265460043,2272,2210966773629176320,6258.0
142117976,2273,553717633458545920,6495.0
289164482,2274,2110345512468201344,3943.0
272679240,2275,1647305607978588288,4863.0
198456933,2276,1434490695720170496,5482.02
288516853,2277,2294551716287593344,6358.0
243313296,2278,2142601408353793408,3412.0
115623434,2279,1359544650277694720,4962.0
115583726,2280,1359447347793377280,6175.0
264171144,2281,2248917516970528000,6683.0
237211410,2282,2289021202863901568,7020.0
198211976,2283,1628840650220386560,3621.0
115446313,2284,1408547306545878272,6109.0
329148988,2285,2199658670194983040,3546.0
237201858,2286,2263999689766075520,6863.0
160077104,2287,1727571606074274560,6037.0
462615350,2288,1624286610496481024,4066.0
82452140,2289,1353631412319001600,5717.0
321688498,2290,2222440310603730944,3863.0
236934937,2291,2245012120388954112,3869.0
236934268,2292,2244909075533103488,5781.0
71347873,2293,1110205894481936256,3668.0
284361752,2294,2140545596488111360,6424.0
48018596,2295,2144184945615891712,5660.0
165554103,2296,1418435047111991936,5373.01
233500935,2297,1704917234135541760,4836.0
229608594,2298,2267279837892767488,4239.0
362220495,2299,,nan
280031353,2300,2250961264271388672,5607.0
283829553,2301,1598781789022822400,6187.0
144000801,2302,6510393688785468416,5228.0
197959526,2303,6500411184062140928,6347.0
70420766,2304,6607957650486030208,6223.0
232079930,2305,4698206042957553024,5582.25
147284470,2306,6565632603211223808,5675.0
270219048,2307,6616873345462433152,5604.0
234489976,2308,4708194728138803584,6365.0
328012209,2309,4706313876060334720,6276.1
38467100,2310,4680027885935238528,nan
25139786,2311,6818415476100569088,5104.0
147425389,2312,6564240484052097408,nan
325468685,2313,,nan
355446093,2314,6501410262175066368,6140.0
302333151,2315,6789726129652059392,6265.0
61980227,2316,6614188514161182464,6580.0
274599700,2317,1412705968760346240,5635.75
88840705,2318,1346780595884995968,4968.0
349488688,2319,4564566554995619072,6329.0
207501148,2320,1430311799916217600,5879.0
138126035,2321,3936692054859535744,5645.84
300812741,2322,5264331179802870016,4465.0
293527670,2323,6377487609439349888,5522.0
69819610,2324,6627287747801625600,6413.0
152800085,2325,6548157167260713344,6580.0
175456679,2326,6536790454707565696,nan
177308364,2327,5262401743054129280,5780.0
394287035,2328,4619939536821435904,5423.0
238920875,2329,5549014217908608512,5217.7
180991313,2330,5382697351745548416,5960.37
168751223,2331,4882775459275700224,3798.0
286000547,2332,5683392719420095104,5596.16
358579111,2333,4728792012604962432,6115.0
200743403,2334,4749948437389124096,5556.0
160003961,2335,4852751438852929920,6004.9
88902249,2336,6206457922905803392,6458.0
230001847,2337,2239684947894267392,4784.0
24358417,2338,4822916912388338176,5523.0
279514271,2339,5491039615475271808,5636.79
29959761,2340,5156648751892607488,5027.0
100267480,2341,6474214430473957504,3495.0
100589632,2342,2901055107695660928,4794.0
166834768,2343,4886744009056642304,5927.0
311179742,2344,5801881796149922304,5929.0
91555165,2345,5049575943053753088,4621.0
317483660,2346,2996776253547606656,6605.0
301343785,2347,3263267772989508608,6033.7
317019074,2348,2996944650624857472,6595.0
405452527,2349,5689821044216119296,5782.0
47601197,2350,2937147543250978944,5484.0
290036495,2351,3525331666481455488,5728.0
32925763,2352,2914304467626643840,5695.0
177079323,2353,5281608458846404608,6510.29
219766989,2354,3502630870240466560,6095.0
124515764,2355,6167531118175484416,6296.0
30947715,2356,2955014224944791296,6150.0
124206468,2357,6180846375787314304,6493.0
124095888,2358,6180723574082338560,6423.0
436102447,2359,3333179085971026304,6130.0
31656385,2360,4671762272913404160,5963.06
204671232,2361,3475852161467672704,5395.0
302924206,2362,4701294983436539776,6104.52
445456888,2363,5492460085718179584,6510.0
39414571,2364,3022644120017418496,5216.0
344085117,2365,5505199886430101888,5832.0
39218269,2366,3023791185522078592,6049.74
441159680,2367,6619049042750403584,6046.0
401125028,2368,5325498111172934784,5177.0
220068921,2369,3236597022513443968,5713.32
347357977,2370,5730126322991104256,5851.0
432132155,2371,5680318240094898432,5774.0
189620016,2372,5661901905662171264,6127.07
332558858,2373,5097529733950580736,5517.0
439366538,2374,6828814283414902912,4789.0
164150537,2375,1894826188158116864,5669.0
326522874,2376,2384477198909879040,5751.0
146165619,2377,2596891021350706560,4155.0
231063955,2378,4742643355149948160,4913.0
201177276,2379,6521531466699512064,3770.0
176220787,2380,2441013811932929280,6067.2
39080923,2381,4704350010854368384,5366.45
2760219,2382,2418732758551062272,5949.0
20897611,2383,2365517907594715520,5639.0
382602147,2384,4699702272124241152,3712.0
231850364,2385,4712695853864792576,4340.0
32487566,2386,2416782701664155008,6034.0
237885040,2387,4705896508318372096,5813.62
382625239,2388,,nan
89544985,2389,2390123259837905024,5392.0
369965258,2390,4905056375217435904,6639.0
299897516,2391,4903399170675741568,5493.71
149349867,2392,4756986999746124544,6244.5
231071138,2393,4742323878302913408,5603.0
144297844,2394,3587747058940736512,5356.0
144124187,2395,3592319648625855744,6394.0
333734769,2396,3531941174474325120,5735.0
306337838,2397,2475729173592505088,5527.0
322807675,2398,3485624792613332480,5099.0
219701535,2399,3540742558896245888,6597.0
260849386,2400,5488426183714921728,6444.0
11521555,2401,5658673155407726464,6294.0
1525480,2402,3748285171163441792,5519.0
293435336,2403,2512326349403275520,6278.16
142087638,2404,5262245367587966208,6142.0
231297123,2405,4747325797215734400,4001.0
212957629,2406,2528453161326406016,3163.0
153078576,2407,4847001302277419904,3596.0
67630845,2408,5026717439909664128,4935.0
321068176,2409,4948043530355426560,5017.0
248391319,2410,2533837126169762688,4785.0
10837041,2411,2471334872292716288,4099.0
684936227,2412,4676337577019135488,nan
206498307,2413,6825245573613327616,5184.9
237320326,2414,6491038642006989056,5627.0
161223358,2415,6507204692749292800,3558.0
237922465,2416,4680527991927519744,5640.1
49617263,2417,4952839741811167616,5485.4
65347776,2418,5069724527992582528,5095.0
358248442,2419,4730528077041899136,5990.0
268532343,2420,2356241774669130880,5707.0
70524163,2421,4968289907406396160,5618.0
29919341,2422,2477723103569553920,6159.7
197807043,2423,4729324799004150400,6057.0
313891529,2424,2333107053587898368,6173.5
248387177,2425,2534555412207560960,5216.0
97486178,2426,5079868690989382528,5716.0
142937186,2427,5055663973297050624,4072.0
274193763,2428,,nan
420051632,2429,2501506295992493568,5517.81
23170835,2430,5166876963105531008,6409.0
258804746,2431,22707874346819712,4079.0
347553438,2432,16870631694208,6130.52
405763009,2433,2234652178234899712,3323.0
155001079,2434,1936088042049360896,9431.0
298164705,2435,1610656720761692928,5650.08
154568734,2436,1689544206152233472,6291.0
251094370,2437,2488833531129286784,5927.0
686072378,2438,4871521270570577152,nan
274194927,2439,3271026343647458816,5283.0
129839175,2440,4856951641990246400,5256.8
219175972,2441,5549679632897904640,3478.0
168871868,2442,4884422424614580352,5762.0
318753380,2443,2501948402746099456,4214.44
29959760,2444,5156648687468486784,3556.0
439867639,2445,2498140931418172416,3333.0
142868621,2446,5054967123443063936,5926.0
1167538,2447,4877544322252002048,5825.0
231721005,2448,4770335311409930496,9671.0
170729775,2449,4870809920906672384,6054.0
408114363,2450,3241613136295387136,5426.0
4294779,2451,3220568964775337216,3199.0
219208037,2452,5549817342433290752,4388.0
59128183,2453,3295485490907597696,3609.0
67782629,2454,3193008228357017856,4431.18
434260570,2455,3311529431437442560,3553.0
311271011,2456,3339208743313866368,4968.0
117799904,2457,3174921811836948864,4045.0
449197831,2458,3233785128901216128,6092.0
192790476,2459,4807503030677131392,4195.0
454224694,2460,3234538431805345408,5994.0
411839167,2461,3393939026234131584,6513.0
248434780,2462,3211657899772374272,5549.0
452375478,2463,4794976427843854208,6481.0
32949762,2464,2910755484609597312,5160.0
146523262,2465,2975705113928463488,6808.4
293612446,2466,3394923127797114496,6475.0
71013298,2467,3178494331272874752,4909.0
31114545,2468,2958015449311198080,6102.0
117843067,2469,3173208463482530176,6931.0
298981199,2470,3229561183184656768,4562.0
71088556,2471,3178479590945137408,5908.4
248650906,2472,3204809355377070336,5824.0
399868187,2473,3291551614397199360,6589.15
449257028,2474,3234669857804679424,4971.0
373453507,2475,3291734305127752064,5600.0
43868600,2476,3207863317643967232,4731.6
412054152,2477,3390608128773446144,7505.23
262435954,2478,3231558995812433920,5748.0
167661160,2479,4822523493384074496,5363.1
1449756,2480,4825330099893094912,6421.0
262258341,2481,3234936626811905408,5567.0
117938087,2482,3173374317940622976,nan
219151731,2483,4794648876457921408,6365.0
68035559,2484,1486405790789078016,5632.0
328934463,2485,1443530261848942336,6016.4
369376388,2486,4857787610128450176,4205.0
394346745,2487,4619775061049918464,6138.0
139251123,2488,6540012814051114496,5403.0
279327604,2489,6567569977058424448,5309.5
77437543,2490,4818818585874648320,5459.0
80567842,2491,3335854167698456192,8343.0
282498590,2492,3321419774751152128,6519.0
123664207,2493,2917842382508546560,4242.0
282576340,2494,3122498604956156416,5376.0
33091590,2495,3101630222157629056,3356.0
160328683,2496,2890062263458259968,3273.0
97568467,2497,3342228616422593664,6715.0
263179590,2498,3330907293088717824,5938.0
67196573,2499,2998927486704012416,5974.0
206785987,2500,3325523186507839744,7837.0
134471108,2501,5559795380393570560,4066.0
52689469,2502,5582647836223843840,6534.0
124778445,2503,2885350546895266432,5457.0
206906112,2504,3331036107747867264,8389.0
443127052,2505,3001118602923019008,5879.0
393298446,2506,2883029202969217280,6456.0
354519019,2507,4805634616824440192,5824.0
147430118,2508,2948509548514786688,6796.0
143282930,2509,3004694455255497216,6694.0
170103435,2510,5552600657336678272,6317.0
124702477,2511,3050905387084444928,6811.0
124491883,2512,2941018167776358144,6393.0
59842822,2513,2937982553613340032,6039.0
317134140,2514,2970881212822317568,5563.0
123627908,2515,2990678228919840128,6127.0
295947393,2516,2934801425955529216,9567.0
48178229,2517,2924724333166562944,6863.0
96925186,2518,5578799133210115328,6016.0
47720259,2519,2924619634745251712,4742.0
177414713,2520,3046204150242468480,5298.0
72556406,2521,3005862518856922752,5730.0
148883384,2522,3045354468270842880,5531.0
443213925,2523,3001146090714250752,5809.0
