TIC,TOI,GAIA,Teff
302895996,531,3390078778349124736,nan
144700903,532,3340265717587057536,3815.0
309791156,533,4760353047204485376,4666.1
281909674,534,3101974231859723776,5914.0
280210963,535,3107255598526406912,5715.0
234825296,536,3120122805143587328,5404.0
234112540,537,3125611120515388800,6240.0
237751146,538,3128212629448814592,3352.0
238004786,539,5498467164415043968,4902.0
200322593,540,4785886941312921344,3130.0
143271144,541,2891027424212405120,5123.0
49771092,542,2898526475768298624,5088.0
53593457,543,3105535550020802432,3284.0
50618703,544,3220926542276901888,4220.0
37168957,545,3120058170178779392,5525.0
36440357,546,3113201890547554432,6240.0
36352297,547,3105507886130792448,6355.07
42821097,548,3120002649138831360,5758.0
32830028,549,2915135286099931392,3177.0
311183180,550,3276738375272416256,5055.34
192826603,551,4821739369794767744,3902.0
44737596,552,5082914338199586560,3640.0
161477033,553,4811260680384564864,5286.0
407966340,554,3301771025223950336,6337.87
170849515,555,4877426575724467456,3929.0
59003115,556,37928001494790272,5055.91
55488511,557,3193508849745633280,3841.0
207110080,558,4727755005637190016,6025.8
209459275,559,5057924844082070016,5972.0
101011575,560,5746824674801810816,4695.0
377064495,561,3850421005290172416,5440.0
413248763,562,5664814198431308288,3490.0
405454160,563,5679022877958489600,5383.0
1003831,564,5710154317045164416,5550.0
1103432,565,5709006564344531328,6065.82
1133072,566,5645867968120705664,3471.0
13349647,567,5750936092375254016,5928.0
37575651,568,5647759987108393984,nan
123482865,569,5535473358555685760,5811.0
126733133,570,5323879114666748544,6377.0
270468559,571,583455604761166848,5859.0
289535142,572,5735158757648658048,6683.0
296780789,573,5689391929738059648,nan
315002523,574,5656896924435896832,6143.0
386435344,575,5709861464697757824,6483.0
408310006,576,5664957444179338240,6086.0
410094645,577,5655715469129093760,6364.0
423275733,578,5674618444832114304,5980.0
238061845,579,5508195089245074304,4867.7
81419525,580,5519619186857962112,11159.0
180987952,581,5525188767305211904,10585.0
287474726,582,5644964100846160384,9988.0
131743355,583,5537419940819841664,10902.0
74482749,584,5426942111972125056,9255.0
190990336,585,5620894588719423616,6522.0
131979339,586,5538255324833781888,9511.0
294090620,587,5702441891516232064,9871.0
130415266,588,5557593814516968960,10416.0
412961700,589,5706229472852227840,10817.0
270841724,590,5329561768727566208,nan
146261607,591,5546270558439614208,9373.0
196286587,592,5695996352497664512,6433.0
128463355,593,5600246065283564672,6333.0
146406806,594,5548005695180852352,nan
287329267,595,5485544840475249920,6258.09
144956678,596,5544839617079204096,6017.0
146208651,597,5328429065582037888,5245.0
81429971,598,5521343392888866048,12826.0
145982812,599,5324933438929698688,9981.0
134396419,600,5544495573023589248,nan
141363913,601,5523536304410914304,6221.0
175176327,602,5587183248671749760,10633.0
262746281,603,585634394426727680,5900.75
145027461,604,5596318442261247232,5175.0
181304295,605,5626139224824925696,8265.0
122262940,606,5304182046745080960,6733.0
153651591,607,5697187948233837312,9389.0
186547153,608,5626856931033733888,8323.0
134404603,609,5540666867374801280,5759.0
80275202,610,5520741826895416704,8360.0
154459165,611,5693753348782558336,4869.0
284738182,612,5586098717888374016,7126.0
77527511,613,3824738264796161280,4949.17
118021229,614,5703553673866426112,5490.0
190496853,615,5524780333100885888,7437.0
145879095,616,5324704950978563328,nan
141227133,617,5521460490884205184,3671.0
173640199,618,5584992098095352192,6515.0
267527924,619,5506543244822990976,nan
296739893,620,5738284016370287616,3586.0
30828562,621,5332029175877608576,8431.0
83092282,622,5516690878153930240,6706.0
101395259,623,5660787138310207232,6518.0
399870368,624,3291455819447952768,8730.0
379929661,625,3080104185367102592,7668.59
65412605,626,5617241426979996800,8489.0
365781372,627,3337230992477186432,9502.0
281408474,628,3126717023051258112,6174.0
293853437,629,3123364264204562944,9165.0
123898871,630,2942380703200115200,7245.0
97158538,631,5607593418598052992,6852.0
349790953,632,5292370921038853760,4997.1
348755723,633,5735743903992405632,3265.0
344926234,634,3836997136546164736,5944.83
286132427,635,3825847092208384640,5815.77
146463781,636,5548006897771492864,3478.0
133334108,637,5537925196465380864,nan
78154865,638,3822912388299321728,6030.0
82362447,639,5516242316075925376,3674.0
147977348,640,5580554052549277056,6442.0
49079670,641,2925175888849429888,5646.0
79292541,642,2932371539624766208,8550.0
432008938,643,5698870063579265024,3362.0
63303499,644,2921445417696098944,nan
157568289,645,5566329915436684672,6387.0
238197709,646,4641589646622686720,6104.0
92992033,647,2970226900324539136,4900.0
78672342,648,2933433564771909888,6804.0
35582553,649,2952263040694977152,6779.0
349373192,650,5293295919554813952,7667.39
72090501,651,3004190986305090176,nan
22221375,652,5660492297395345408,5940.41
33153766,653,5412502363202167296,5929.0
35009898,654,3788670679927991296,3424.0
35516889,655,5411736896952029568,5503.0
36734222,656,3767805209112436736,4124.0
48103627,657,5438787082011390208,6007.0
48476907,658,5434682330226436480,6455.0
48476908,659,5434682330226436736,6222.0
53189332,660,3788394461991295488,6303.0
53735810,661,5444147952811517696,7051.0
54085154,662,5453970306796963712,6380.0
54962195,663,3762515188088861184,3664.0
55092869,664,3761497761876022400,5326.0
73723286,665,5417424326998593408,5661.0
82128636,666,5519728867449179264,7141.0
101955023,667,5413438219396893568,3261.0
102195674,668,5416752486737577984,6198.0
124573851,669,3777506754255516800,5624.98
147660201,670,5388433503908280320,5180.0
151681127,671,5390443239364017024,8558.0
151825527,672,5396580575830873728,3659.0
151959065,673,5397478769455176960,6661.0
158588995,674,5400949450924312576,3411.0
169226822,675,3778075717162985600,5828.01
219187649,676,3546125626089939968,5500.0
280206394,677,5313031504751276032,6174.0
294395926,678,5490097505810081024,5588.0
308050066,679,3748429202891111936,6655.0
335499997,680,3574891599052022144,5989.0
410450228,681,5290968085934209152,7296.58
429304876,682,3538925100535948416,5085.0
437248515,683,3545873945303316224,6217.0
462162948,684,5256718981630080896,nan
281731203,685,3807826337147474176,5466.0
339857675,686,5490622389470348160,6586.0
74534430,687,5330756285016121472,4243.0
339636032,688,5490467216593922944,6636.0
445822015,689,5409559279817308800,4848.0
101497191,690,5435719891246543232,nan
156991337,691,5569479810090831104,5846.0
320417762,692,3150354289666102144,9622.0
458589703,693,3098133496003518592,4654.24
55383975,694,4664142756116074496,5354.96
55559618,695,4663111659024963968,5468.0
77156829,696,4864160624337973248,3563.0
77253676,697,4866555051425383424,5519.0
141527579,698,4647922867959139072,3526.0
149302744,699,4757718827800055936,6138.6
150428135,700,5284517766615492736,3494.0
219239945,701,4779298186602189440,5767.0
237914496,702,4672700190692201088,3980.0
237928815,703,4680955147898508032,5433.0
260004324,704,5500061456275483776,3596.0
391904697,705,5263895292161792896,5249.18
219345200,706,4785405080341786368,5709.6
167342439,707,5280307324270051200,5409.22
391821647,708,4657888149862830720,6952.0
396720998,709,4779307463731785088,50000.0
309402106,710,5276085474501467648,7458.0
38510224,711,4676789514954240768,4356.0
150151262,712,5284358990266469760,4504.0
167600516,713,5285060409961261696,4316.7
219195044,714,5500474185452572032,3731.0
271971130,715,5262666416118954368,3187.0
119081096,716,5680717019218811904,3817.0
275248683,717,3846754645112261760,3427.0
150247134,718,5477982193343046784,5031.0
184952758,719,5542302184765614208,5653.0
131419878,720,5538974650261904256,6681.0
38571020,721,4675892893285077120,6008.62
38509907,722,4676337577019135488,4082.0
177077336,723,5266607095856190976,4907.96
339961200,724,5293826644369371520,5330.0
410245915,725,5704410640098510080,6547.0
174143743,726,5587947065654619520,6629.0
149788158,727,3072157538091829120,3653.0
96097215,728,3819928558555030528,5754.0
144138509,729,3588359624356498688,6023.2
11561667,730,5466556141521710592,4107.0
34068865,731,5412250540681250560,3536.0
36724087,732,3767281845873242112,3331.0
106402532,733,5392409372314518656,5667.0
146846569,734,5366869160310240512,2868.0
150271680,735,5476915533922184448,5316.6
181804752,736,3562427951852172288,2949.0
219189765,737,3545653561942122368,3470.0
260304800,738,5495310294733519744,5285.0
279425357,739,5483867402345645056,6083.61
310009611,740,5406632860905130112,5975.0
359271092,741,5299440441521812992,3745.0
373424049,742,5311609320829656704,8508.0
434486077,743,5474479943865843456,4966.0
437242640,744,3537110833333561728,5694.0
444842193,745,5307756013606927616,5881.0
167418903,746,5280337144228825472,5614.89
15445551,747,6077185317188247936,6458.0
104024556,748,6154982877299042944,7081.0
5868998,749,3501271053530782080,3644.0
14614418,750,3483636295772522880,5670.0
14661418,751,3483606402800185728,4724.49
61538902,752,5380888758195682944,5977.0
61988212,753,5371545005308311424,5721.0
72985822,754,6145835898336162688,6096.08
73228647,755,6133384959942131968,5768.0
73649615,756,6129327525817451648,3533.0
130924120,757,6157753406084087168,5335.0
131081852,758,6160330558260215936,6072.0
152147232,759,5395959695358663296,6402.0
162362398,760,5377022016318687744,8025.0
165317334,761,3460168250866990848,4015.0
178709444,762,5362352744504000256,3296.0
178819686,763,6140553127216043648,5521.0
181159386,764,5385762893242980992,6719.0
219401954,765,4771032638003614976,5724.7
219698950,766,3540018633568783488,6183.5
229047362,767,6186950525042445824,5736.0
229811538,768,6194034953338162816,6252.0
248075138,769,6139698733664726784,5315.0
248111245,770,6134228079203074176,6669.0
277634430,771,5229384714547758720,3306.0
286864983,772,3502914269362946688,5106.0
286865921,773,3515865416826633984,5494.0
294301883,774,3603529272750802560,6070.0
304042899,775,5338771312498534016,6760.0
306996324,776,3460438662009633408,3747.0
334305570,777,6129679850577921920,6187.29
335630746,778,3607877948613218304,6715.0
374095457,779,5364393472446283904,nan
398943781,780,6160877943251930368,5546.0
413376180,781,3492502001623237888,4985.0
429358906,782,3518374197418907648,3320.0
451645081,783,5346489781022102400,4498.94
460984940,784,5251941573573934080,5464.0
374829238,785,4755884700667639296,3733.0
375059587,786,5478630291023600512,5853.8
350584963,787,4767374360956145408,6742.0
349829627,788,5292376418594882048,5295.0
300710077,789,5264306681309492864,3461.0
308994098,790,5277235112690260864,6957.0
306472057,791,5270467966514084224,6727.0
294780517,792,4656343576544926592,5107.98
300013921,793,5268632812887773184,5450.0
299945285,794,5267068860675966592,6270.01
278895705,795,5496896542118659456,6168.88
277099925,796,4660135826507549824,nan
271596225,797,5262540590756812032,3607.0
260640693,798,,nan
255685030,799,5501542395359045504,5624.0
179308757,800,4658169212523264000,nan
177258735,801,5262391125894880896,6283.39
167303382,802,5279965341799657728,5235.78
143526444,803,5707451644447397760,5601.2
41227743,804,,nan
38460940,805,4676264704310135296,3366.0
33831980,806,4627952094666051072,4129.0
30853470,807,4661926076284823424,4662.0
30122649,808,5331612014295489792,5154.0
149301575,809,4759506393186793472,5804.3
388106759,810,4666490423895957376,5704.59
100757807,811,2890519660294945920,6025.9
363914762,812,4794679082964412032,6707.0
55525572,813,4665704096987467776,5823.7
255760319,814,5501303011061906688,6136.0
102840239,815,5415648821879172096,4953.89
175180796,816,5586963793023755136,4150.5
30312676,817,4662153469001983104,nan
46096489,818,6283723285046532864,5717.37
73717937,819,6127982342061605120,5838.0
111991770,820,6171009049549197824,6169.0
125405602,821,6275578923246990592,3560.0
127530399,822,6099012478412247296,4742.0
158978373,823,6104917852283151360,6300.0
193641523,824,5880886001621564928,4488.0
220029715,825,6288858347945925504,4964.9
243200602,826,6112606840179716096,5603.0
270507305,827,5210891547437609856,5957.0
271168962,828,6173451477191225984,5678.5
276128561,829,6199033466340798464,5250.0
281924357,830,5216790594823376640,5909.0
307610438,831,6006995587234176000,5808.0
350332997,832,4768613025228556416,5537.0
362249359,833,5250780970316845696,3920.0
404340025,834,6084610490990144512,5975.76
405700729,835,6060981917413747328,5647.0
440887364,836,6230733559097425152,4250.0
460205581,837,5251470948229949568,6104.0
461271719,838,6161800502228330240,7476.0
466840711,839,5337273743301313536,7655.0
